ID_Cliente,Edad,Género,Trabajo,Estado_Civil,Región,Ingreso_Anual,Tipo_Vehículo,Prima_Seguros,Número_Siniestros,Cliente_Fiel,Actividad_Compra
651,28,Femenino,Estudiante,Casado,Este,71233,SUV,1662,1,No,Alta
652,46,Masculino,Administrativo,Soltero,Oeste,74049,SUV,1625,0,Sí,Media
653,73,Femenino,Estudiante,Divorciado,Norte,54178,SUV,1769,1,Sí,Baja
654,53,Masculino,Desempleado,Divorciado,Este,47821,Moto,544,1,Sí,Alta
655,42,Femenino,Desempleado,Casado,Este,66727,SUV,244,1,Sí,Media
656,38,Masculino,Abogado,Soltero,Oeste,75935,Furgoneta,1869,0,Sí,Media
657,74,Masculino,Estudiante,Soltero,Sur,31999,Furgoneta,220,1,No,Media
658,53,Masculino,Comerciante,Divorciado,Oeste,77522,Furgoneta,1857,0,Sí,Media
659,27,Femenino,Médico,Divorciado,Este,53712,Coche,1293,0,Sí,Media
660,54,Femenino,Estudiante,Soltero,Este,79551,Moto,1072,0,Sí,Baja
661,26,Masculino,Profesor,Soltero,Sur,55172,SUV,247,1,Sí,Alta
662,41,Masculino,Abogado,Soltero,Sur,48722,Coche,1714,0,Sí,Media
663,52,Femenino,Profesor,Soltero,Sur,25625,SUV,750,0,Sí,Alta
664,66,Femenino,Ingeniero,Soltero,Oeste,82165,Coche,486,0,No,Media
665,52,Femenino,Desempleado,Soltero,Sur,21859,Coche,1201,0,Sí,Media
666,65,Masculino,Médico,Casado,Este,56609,Furgoneta,1233,0,Sí,Media
667,53,Femenino,Estudiante,Soltero,Este,58307,Furgoneta,741,0,Sí,Alta
668,35,Masculino,Profesor,Divorciado,Norte,36839,Coche,955,2,Sí,Media
669,66,Femenino,Médico,Casado,Oeste,42216,Furgoneta,473,0,No,Media
670,56,Masculino,Ingeniero,Soltero,Norte,67953,Coche,1155,0,Sí,Media
671,49,Femenino,Desempleado,Divorciado,Este,75593,Moto,799,0,No,Media
672,41,Femenino,Comerciante,Casado,Norte,87075,Furgoneta,1979,0,Sí,Media
673,40,Femenino,Abogado,Divorciado,Este,64522,Furgoneta,580,0,No,Baja
674,49,Femenino,Médico,Soltero,Norte,19886,Furgoneta,1552,0,Sí,Media
675,54,Femenino,Médico,Soltero,Sur,22485,Moto,678,0,No,Media
676,29,Masculino,Comerciante,Soltero,Norte,46455,Coche,214,0,Sí,Baja
677,66,Femenino,Médico,Soltero,Sur,31767,SUV,715,0,Sí,Alta
678,72,Femenino,Ingeniero,Casado,Sur,43453,Furgoneta,390,0,No,Alta
679,30,Femenino,Ingeniero,Casado,Oeste,68442,Coche,1391,0,No,Media
680,40,Masculino,Comerciante,Divorciado,Sur,66877,Moto,1744,0,Sí,Media
681,42,Femenino,Abogado,Soltero,Sur,27226,SUV,820,0,Sí,Baja
682,52,Masculino,Estudiante,Divorciado,Norte,37588,Furgoneta,1360,0,Sí,Baja
683,58,Femenino,Profesor,Casado,Este,46709,Moto,353,0,No,Media
684,47,Femenino,Estudiante,Soltero,Oeste,62788,Moto,1611,0,Sí,Media
685,34,Masculino,Médico,Soltero,Sur,52019,SUV,1432,0,Sí,Media
686,66,Femenino,Profesor,Casado,Oeste,59948,Coche,471,0,No,Media
687,37,Masculino,Administrativo,Casado,Norte,80133,Furgoneta,342,0,No,Media
688,65,Masculino,Comerciante,Casado,Sur,81458,Furgoneta,1834,1,No,Media
689,42,Femenino,Comerciante,Casado,Norte,42526,Coche,1292,0,No,Media
690,39,Masculino,Abogado,Casado,Oeste,88493,Coche,446,1,No,Alta
691,30,Femenino,Profesor,Soltero,Norte,67198,Coche,1484,0,Sí,Media
692,36,Femenino,Ingeniero,Casado,Oeste,58395,SUV,987,2,Sí,Alta
693,66,Masculino,Profesor,Soltero,Norte,39031,SUV,278,0,No,Baja
694,53,Masculino,Médico,Soltero,Oeste,52701,Furgoneta,1881,0,Sí,Alta
695,29,Masculino,Ingeniero,Casado,Este,40939,SUV,822,0,No,Baja
696,58,Masculino,Desempleado,Casado,Norte,64145,Moto,1993,0,Sí,Media
697,36,Femenino,Desempleado,Soltero,Norte,35324,Furgoneta,1828,0,Sí,Media
698,29,Femenino,Administrativo,Casado,Este,37867,SUV,724,0,No,Media
699,26,Masculino,Desempleado,Casado,Este,15203,Coche,971,2,No,Media
700,24,Femenino,Comerciante,Casado,Norte,31544,Moto,1137,1,Sí,Media
701,45,Femenino,Profesor,Divorciado,Este,30899,Coche,1844,1,No,Media
702,31,Femenino,Desempleado,Soltero,Sur,44063,Furgoneta,1553,0,No,Media
703,48,Femenino,Estudiante,Divorciado,Oeste,18748,Coche,1412,0,Sí,Media
704,69,Masculino,Abogado,Casado,Oeste,81629,SUV,1318,0,Sí,Media
705,36,Masculino,Estudiante,Divorciado,Oeste,35884,SUV,816,0,No,Alta
706,64,Femenino,Desempleado,Casado,Sur,40183,Furgoneta,1231,1,No,Media
707,33,Masculino,Administrativo,Divorciado,Este,86246,Coche,266,0,Sí,Baja
708,70,Masculino,Abogado,Casado,Este,34259,Furgoneta,1719,0,No,Alta
709,22,Masculino,Médico,Divorciado,Norte,50959,Coche,390,0,No,Media
710,52,Femenino,Estudiante,Divorciado,Este,48457,Moto,1589,4,Sí,Media
711,29,Femenino,Administrativo,Divorciado,Norte,17103,SUV,967,0,No,Media
712,42,Femenino,Profesor,Soltero,Sur,80901,Furgoneta,720,0,Sí,Alta
713,69,Masculino,Profesor,Divorciado,Oeste,59535,Moto,1189,1,Sí,Media
714,38,Femenino,Estudiante,Soltero,Oeste,31103,Moto,1340,0,No,Alta
715,53,Femenino,Desempleado,Casado,Oeste,27391,Furgoneta,466,1,No,Alta
716,70,Masculino,Administrativo,Divorciado,Este,43901,Furgoneta,1834,0,No,Media
717,40,Femenino,Profesor,Casado,Norte,82914,Moto,684,1,Sí,Media
718,33,Femenino,Médico,Casado,Norte,65357,Coche,1732,0,Sí,Baja
719,74,Masculino,Ingeniero,Divorciado,Sur,53437,Moto,1521,1,Sí,Alta
720,56,Masculino,Desempleado,Soltero,Este,50503,Furgoneta,1387,1,Sí,Media
721,62,Masculino,Administrativo,Divorciado,Sur,56258,Moto,575,0,Sí,Alta
722,70,Femenino,Médico,Casado,Norte,48724,Coche,852,1,Sí,Media
723,59,Femenino,Administrativo,Casado,Norte,79286,SUV,1491,0,Sí,Baja
724,56,Femenino,Abogado,Divorciado,Oeste,89842,SUV,748,1,No,Baja
725,31,Masculino,Médico,Soltero,Este,29908,Moto,1297,0,Sí,Alta
726,48,Masculino,Desempleado,Soltero,Norte,65626,Coche,1731,0,Sí,Media
727,22,Femenino,Abogado,Casado,Oeste,52228,SUV,272,0,Sí,Media
728,52,Femenino,Desempleado,Casado,Este,38386,Moto,507,0,Sí,Alta
729,40,Masculino,Profesor,Soltero,Sur,61754,Moto,398,0,Sí,Alta
730,46,Masculino,Ingeniero,Divorciado,Este,43302,Coche,1353,2,Sí,Baja
731,60,Masculino,Desempleado,Casado,Este,75815,Furgoneta,1981,0,No,Baja
732,28,Masculino,Desempleado,Soltero,Norte,78344,Moto,771,0,Sí,Baja
733,35,Femenino,Profesor,Casado,Norte,50618,Furgoneta,990,0,No,Media
734,64,Masculino,Comerciante,Divorciado,Este,76114,Furgoneta,1838,1,No,Media
735,29,Femenino,Profesor,Soltero,Norte,85130,SUV,1710,1,No,Media
736,26,Femenino,Abogado,Casado,Norte,40525,Furgoneta,1374,0,Sí,Alta
737,27,Femenino,Profesor,Divorciado,Norte,29334,Coche,1892,0,No,Alta
738,61,Masculino,Profesor,Casado,Oeste,77767,SUV,1429,0,Sí,Media
739,34,Masculino,Ingeniero,Divorciado,Oeste,21644,SUV,378,1,Sí,Media
740,55,Masculino,Profesor,Divorciado,Este,47933,SUV,396,0,No,Baja
741,24,Masculino,Administrativo,Soltero,Norte,58469,Moto,934,1,No,Baja
742,63,Femenino,Desempleado,Divorciado,Oeste,48687,Moto,288,0,Sí,Baja
743,30,Masculino,Administrativo,Casado,Este,67656,Furgoneta,998,0,Sí,Baja
744,57,Masculino,Ingeniero,Divorciado,Norte,32375,SUV,1657,0,Sí,Alta
745,59,Femenino,Estudiante,Divorciado,Sur,80206,SUV,987,0,Sí,Media
746,26,Masculino,Comerciante,Soltero,Norte,51607,Coche,947,1,Sí,Media
747,67,Femenino,Administrativo,Divorciado,Norte,38993,Furgoneta,1406,0,No,Alta
748,44,Femenino,Ingeniero,Divorciado,Oeste,59386,Coche,408,0,No,Baja
749,19,Femenino,Abogado,Casado,Este,61287,Furgoneta,692,2,No,Baja
750,22,Femenino,Estudiante,Soltero,Este,86196,Furgoneta,1353,0,Sí,Alta
751,46,Femenino,Ingeniero,Soltero,Oeste,85014,Moto,864,1,No,Alta
752,54,Femenino,Ingeniero,Soltero,Norte,23210,Moto,1236,1,No,Media
753,55,Femenino,Comerciante,Divorciado,Sur,25922,Coche,1857,1,No,Media
754,36,Femenino,Desempleado,Soltero,Norte,51289,Furgoneta,1070,0,Sí,Baja
755,25,Masculino,Administrativo,Divorciado,Norte,48340,SUV,931,0,Sí,Alta
756,65,Masculino,Abogado,Divorciado,Sur,54850,Moto,1329,0,Sí,Alta
757,62,Masculino,Médico,Casado,Oeste,71984,SUV,1598,1,Sí,Alta
758,18,Masculino,Administrativo,Casado,Este,26094,Coche,1805,1,No,Alta
759,39,Femenino,Médico,Casado,Oeste,48418,Moto,1930,1,No,Alta
760,69,Masculino,Ingeniero,Casado,Oeste,20741,Moto,897,0,Sí,Baja
761,34,Femenino,Profesor,Casado,Norte,87374,Furgoneta,1322,0,Sí,Media
762,24,Masculino,Abogado,Divorciado,Este,83798,Coche,793,2,Sí,Media
763,42,Masculino,Estudiante,Divorciado,Este,85532,Furgoneta,1810,0,Sí,Alta
764,62,Masculino,Profesor,Soltero,Oeste,37164,Moto,1085,0,Sí,Alta
765,21,Femenino,Profesor,Divorciado,Sur,50595,Coche,1051,0,No,Baja
766,53,Masculino,Administrativo,Divorciado,Oeste,45257,Moto,1415,1,Sí,Media
767,23,Femenino,Abogado,Casado,Sur,29211,Coche,524,0,No,Media
768,48,Femenino,Desempleado,Divorciado,Este,20232,Moto,1178,1,Sí,Media
769,36,Masculino,Ingeniero,Casado,Oeste,82753,SUV,1949,1,Sí,Media
770,61,Masculino,Ingeniero,Soltero,Norte,67691,SUV,1155,0,Sí,Media
771,71,Masculino,Ingeniero,Soltero,Oeste,40613,Furgoneta,1690,0,No,Media
772,56,Femenino,Ingeniero,Divorciado,Este,29026,SUV,1093,0,Sí,Baja
773,44,Masculino,Administrativo,Soltero,Norte,68535,Moto,1590,0,No,Alta
774,27,Femenino,Médico,Divorciado,Norte,45908,Moto,1541,0,Sí,Media
775,43,Femenino,Ingeniero,Soltero,Sur,67113,SUV,343,0,No,Alta
776,36,Masculino,Médico,Casado,Norte,34610,Furgoneta,583,1,No,Media
777,56,Masculino,Médico,Casado,Norte,61646,SUV,415,0,Sí,Baja
778,20,Femenino,Desempleado,Casado,Oeste,78185,Coche,1584,0,No,Media
779,62,Femenino,Ingeniero,Casado,Este,87567,Coche,523,1,Sí,Media
780,30,Femenino,Comerciante,Divorciado,Sur,62574,Coche,1238,2,No,Baja
781,67,Masculino,Estudiante,Soltero,Oeste,51182,SUV,416,0,Sí,Media
782,45,Femenino,Profesor,Divorciado,Norte,15570,SUV,1715,0,Sí,Alta
783,37,Masculino,Médico,Casado,Norte,34288,SUV,1150,0,No,Alta
784,45,Femenino,Abogado,Divorciado,Sur,44877,Coche,1770,2,No,Media
785,25,Femenino,Abogado,Soltero,Este,15917,Furgoneta,382,0,Sí,Media
786,58,Masculino,Estudiante,Divorciado,Sur,79575,Moto,469,1,No,Media
787,56,Femenino,Abogado,Soltero,Oeste,87518,SUV,1144,0,Sí,Media
788,18,Masculino,Comerciante,Divorciado,Sur,54104,Furgoneta,1690,0,Sí,Baja
789,20,Masculino,Abogado,Soltero,Norte,33062,Moto,1069,0,No,Alta
790,30,Femenino,Profesor,Soltero,Oeste,31999,Moto,1835,1,Sí,Media
791,45,Masculino,Profesor,Casado,Norte,76845,Moto,1742,0,Sí,Alta
792,74,Masculino,Médico,Soltero,Este,24941,Furgoneta,1765,1,No,Baja
793,66,Femenino,Ingeniero,Casado,Norte,76169,Furgoneta,666,1,Sí,Alta
794,42,Masculino,Desempleado,Casado,Norte,38470,Coche,504,0,No,Media
795,73,Masculino,Comerciante,Casado,Sur,74821,Furgoneta,1367,1,Sí,Alta
796,50,Masculino,Médico,Divorciado,Norte,59435,Furgoneta,310,0,Sí,Media
797,55,Femenino,Comerciante,Divorciado,Oeste,19529,Furgoneta,1213,0,Sí,Baja
798,70,Masculino,Ingeniero,Divorciado,Oeste,27192,Moto,431,0,No,Media
799,23,Femenino,Administrativo,Divorciado,Este,89102,SUV,1914,0,No,Media
800,61,Femenino,Abogado,Soltero,Oeste,87762,Coche,1807,3,Sí,Media
801,62,Masculino,Abogado,Soltero,Sur,49087,SUV,1945,0,Sí,Media
802,49,Masculino,Desempleado,Divorciado,Este,81677,SUV,1955,0,No,Baja
803,62,Masculino,Ingeniero,Soltero,Oeste,19627,Furgoneta,1815,1,Sí,Alta
804,64,Femenino,Médico,Soltero,Sur,71541,Coche,1723,1,No,Media
805,38,Masculino,Desempleado,Casado,Oeste,83226,SUV,794,0,Sí,Alta
806,33,Masculino,Ingeniero,Casado,Oeste,18255,SUV,1777,0,No,Alta
807,71,Masculino,Estudiante,Casado,Norte,72433,Coche,1496,2,Sí,Media
808,38,Masculino,Profesor,Casado,Oeste,20213,Furgoneta,1926,0,No,Media
809,28,Masculino,Desempleado,Soltero,Oeste,34404,SUV,372,1,No,Media
810,54,Femenino,Desempleado,Divorciado,Sur,40380,Moto,1172,0,Sí,Media
811,53,Femenino,Médico,Soltero,Sur,34173,SUV,1230,0,Sí,Alta
812,52,Masculino,Comerciante,Soltero,Norte,68027,Moto,1378,0,No,Alta
813,36,Masculino,Estudiante,Soltero,Oeste,38989,Furgoneta,1745,0,No,Media
814,37,Masculino,Médico,Casado,Norte,39519,SUV,745,0,Sí,Baja
815,74,Masculino,Ingeniero,Casado,Oeste,37439,Coche,747,0,Sí,Alta
816,35,Femenino,Ingeniero,Casado,Este,29995,Coche,717,0,No,Media
817,64,Masculino,Ingeniero,Divorciado,Este,38559,SUV,1113,3,Sí,Media
818,58,Femenino,Administrativo,Soltero,Norte,20021,Furgoneta,414,0,No,Media
819,66,Femenino,Ingeniero,Divorciado,Norte,36119,Furgoneta,333,0,Sí,Baja
820,31,Masculino,Comerciante,Casado,Norte,66539,Coche,484,1,No,Baja
821,32,Femenino,Estudiante,Divorciado,Sur,54350,SUV,1349,0,No,Media
822,48,Femenino,Abogado,Soltero,Sur,61223,Furgoneta,1662,1,No,Alta
823,18,Femenino,Profesor,Soltero,Sur,40517,Coche,885,0,Sí,Baja
824,70,Femenino,Comerciante,Casado,Norte,37250,Moto,1375,2,No,Media
825,71,Masculino,Comerciante,Casado,Oeste,81798,SUV,530,2,Sí,Alta
826,71,Masculino,Administrativo,Divorciado,Este,69199,Moto,1761,0,Sí,Media
827,20,Femenino,Abogado,Casado,Norte,74546,Moto,1606,0,Sí,Baja
828,33,Masculino,Abogado,Casado,Sur,18327,Furgoneta,1338,1,Sí,Baja
829,40,Masculino,Profesor,Soltero,Sur,44768,Furgoneta,1093,1,No,Alta
830,74,Masculino,Profesor,Casado,Norte,79418,Furgoneta,1705,0,Sí,Media
831,28,Masculino,Abogado,Casado,Norte,57788,SUV,1507,1,No,Baja
832,29,Masculino,Ingeniero,Soltero,Sur,61830,Moto,1098,0,No,Alta
833,27,Femenino,Comerciante,Soltero,Oeste,67446,SUV,1298,0,No,Media
834,49,Masculino,Médico,Divorciado,Sur,30160,Furgoneta,1389,0,Sí,Media
835,33,Masculino,Profesor,Casado,Sur,71583,Moto,1412,1,Sí,Media
836,25,Masculino,Administrativo,Soltero,Norte,48998,SUV,277,0,No,Alta
837,55,Masculino,Administrativo,Divorciado,Oeste,42230,SUV,1146,0,Sí,Media
838,29,Femenino,Profesor,Divorciado,Sur,24076,Coche,1825,1,Sí,Baja
839,41,Femenino,Abogado,Casado,Sur,84341,SUV,887,0,Sí,Media
840,45,Femenino,Estudiante,Casado,Este,46085,Furgoneta,220,1,Sí,Media
841,70,Femenino,Médico,Divorciado,Norte,70571,SUV,765,1,No,Media
842,25,Masculino,Médico,Soltero,Este,29715,Moto,1407,0,Sí,Alta
843,45,Femenino,Profesor,Divorciado,Este,20750,SUV,1445,0,Sí,Media
844,53,Masculino,Ingeniero,Casado,Sur,50903,Coche,1026,1,Sí,Media
845,43,Masculino,Estudiante,Soltero,Norte,87489,Moto,1551,0,Sí,Baja
846,25,Masculino,Médico,Soltero,Oeste,47093,Moto,378,1,Sí,Alta
847,67,Masculino,Profesor,Divorciado,Sur,49314,Coche,1335,0,Sí,Media
848,45,Masculino,Administrativo,Casado,Oeste,63225,Furgoneta,1959,0,Sí,Media
849,45,Femenino,Médico,Divorciado,Oeste,50179,Moto,1949,1,No,Baja
850,54,Femenino,Desempleado,Divorciado,Norte,40338,Furgoneta,1282,0,Sí,Alta
851,58,Femenino,Estudiante,Divorciado,Este,84681,Moto,1550,0,Sí,Alta
852,53,Femenino,Estudiante,Soltero,Norte,47101,Moto,1104,0,Sí,Alta
853,44,Masculino,Desempleado,Soltero,Oeste,17775,Furgoneta,1844,3,Sí,Baja
854,71,Femenino,Comerciante,Casado,Sur,60619,Moto,868,1,No,Alta
855,34,Masculino,Administrativo,Casado,Oeste,60838,Furgoneta,390,1,Sí,Alta
856,26,Femenino,Desempleado,Divorciado,Sur,34539,Coche,1423,0,Sí,Alta
857,50,Masculino,Abogado,Divorciado,Sur,72124,Furgoneta,1535,1,Sí,Media
858,70,Masculino,Abogado,Divorciado,Norte,80149,Coche,907,1,No,Alta
859,37,Femenino,Profesor,Casado,Oeste,41616,Moto,1258,1,Sí,Media
860,30,Masculino,Estudiante,Soltero,Este,69567,Furgoneta,578,1,No,Alta
861,45,Masculino,Comerciante,Soltero,Oeste,52099,Moto,586,0,Sí,Media
862,65,Femenino,Comerciante,Divorciado,Oeste,76799,Furgoneta,1981,0,No,Media
863,46,Masculino,Médico,Divorciado,Este,40479,Coche,436,0,No,Media
864,30,Femenino,Médico,Divorciado,Norte,61172,Coche,815,0,Sí,Baja
865,63,Femenino,Desempleado,Divorciado,Oeste,70863,Furgoneta,1742,1,Sí,Baja
866,52,Femenino,Comerciante,Casado,Oeste,57043,Coche,482,0,Sí,Media
867,23,Masculino,Desempleado,Soltero,Sur,30408,Moto,200,2,Sí,Media
868,35,Masculino,Administrativo,Divorciado,Oeste,72980,Moto,1954,1,Sí,Media
869,68,Masculino,Desempleado,Casado,Este,31351,SUV,663,0,Sí,Baja
870,22,Femenino,Médico,Divorciado,Sur,19131,Coche,1453,0,Sí,Media
871,64,Masculino,Estudiante,Divorciado,Norte,59825,Moto,1166,0,Sí,Media
872,42,Femenino,Desempleado,Soltero,Sur,26349,Furgoneta,371,3,Sí,Media
873,19,Femenino,Ingeniero,Divorciado,Este,75931,Coche,1310,0,Sí,Baja
874,27,Masculino,Estudiante,Soltero,Este,59254,Moto,1776,0,Sí,Alta
875,73,Femenino,Comerciante,Soltero,Sur,53225,Coche,1346,0,No,Alta
876,47,Masculino,Comerciante,Soltero,Norte,27453,Furgoneta,1042,1,Sí,Media
877,67,Masculino,Desempleado,Casado,Sur,33814,Moto,1521,2,No,Alta
878,62,Masculino,Estudiante,Casado,Norte,33263,SUV,889,0,Sí,Media
879,22,Masculino,Médico,Soltero,Sur,30735,SUV,774,0,Sí,Alta
880,72,Masculino,Médico,Divorciado,Este,30830,Coche,1707,2,Sí,Media
881,73,Femenino,Abogado,Soltero,Oeste,62893,Furgoneta,364,0,Sí,Baja
882,50,Femenino,Comerciante,Divorciado,Oeste,59673,Moto,1922,0,No,Media
883,71,Femenino,Profesor,Soltero,Norte,60066,Furgoneta,582,0,No,Media
884,18,Masculino,Abogado,Divorciado,Norte,18373,Moto,408,0,Sí,Alta
885,35,Masculino,Médico,Casado,Norte,25335,Coche,1962,0,No,Alta
886,49,Masculino,Estudiante,Divorciado,Este,38741,Moto,1655,0,Sí,Baja
887,64,Femenino,Administrativo,Soltero,Sur,25692,Furgoneta,1612,1,No,Media
888,66,Masculino,Médico,Casado,Este,62295,Furgoneta,1783,0,No,Media
889,28,Femenino,Estudiante,Divorciado,Oeste,60541,Coche,423,0,Sí,Baja
890,38,Femenino,Abogado,Divorciado,Norte,49057,Furgoneta,202,0,Sí,Baja
891,43,Masculino,Comerciante,Divorciado,Sur,81983,Moto,571,0,Sí,Baja
892,42,Masculino,Médico,Divorciado,Oeste,34583,Coche,1910,0,No,Media
893,39,Femenino,Desempleado,Divorciado,Oeste,37765,Moto,1669,0,Sí,Alta
894,44,Masculino,Estudiante,Casado,Oeste,74287,Furgoneta,810,0,No,Media
895,66,Femenino,Comerciante,Casado,Este,38906,Coche,315,1,No,Media
896,30,Masculino,Administrativo,Casado,Norte,61525,Moto,1493,1,Sí,Alta
897,50,Masculino,Administrativo,Casado,Oeste,53230,Furgoneta,646,0,Sí,Media
898,51,Femenino,Profesor,Soltero,Norte,34520,Furgoneta,1591,0,No,Alta
899,58,Masculino,Estudiante,Casado,Este,66934,SUV,1476,0,Sí,Media
900,52,Femenino,Abogado,Divorciado,Oeste,40566,Furgoneta,1540,3,No,Media
901,18,Masculino,Profesor,Divorciado,Este,88193,Moto,614,0,Sí,Media
902,38,Femenino,Profesor,Casado,Este,45134,Coche,1318,0,Sí,Media
903,65,Femenino,Ingeniero,Divorciado,Norte,25345,SUV,1091,0,Sí,Baja
904,72,Masculino,Médico,Casado,Oeste,56185,Furgoneta,1247,2,No,Media
905,23,Femenino,Estudiante,Divorciado,Este,85744,Furgoneta,1851,1,Sí,Media
906,45,Masculino,Profesor,Soltero,Oeste,48455,Furgoneta,862,0,No,Baja
907,34,Masculino,Ingeniero,Soltero,Norte,43018,Moto,1273,0,Sí,Media
908,22,Masculino,Abogado,Casado,Este,69219,SUV,1725,1,No,Baja
909,48,Femenino,Comerciante,Casado,Norte,60991,Moto,917,0,Sí,Alta
910,22,Femenino,Desempleado,Casado,Oeste,88616,SUV,1721,0,Sí,Media
911,55,Masculino,Desempleado,Divorciado,Oeste,24486,Coche,1558,0,No,Alta
912,20,Masculino,Estudiante,Casado,Norte,53862,Moto,1302,1,Sí,Alta
913,70,Femenino,Profesor,Soltero,Sur,73870,Moto,1805,0,Sí,Baja
914,40,Masculino,Desempleado,Divorciado,Este,58856,Coche,1250,0,Sí,Alta
915,54,Masculino,Médico,Casado,Oeste,46379,SUV,470,0,No,Media
916,70,Femenino,Desempleado,Divorciado,Oeste,79729,Furgoneta,761,0,No,Media
917,54,Masculino,Desempleado,Divorciado,Este,43378,Coche,1003,1,Sí,Media
918,27,Femenino,Desempleado,Casado,Norte,69353,Furgoneta,446,1,Sí,Media
919,27,Masculino,Administrativo,Divorciado,Norte,64996,Furgoneta,1999,0,No,Media
920,36,Femenino,Ingeniero,Soltero,Norte,29031,Coche,1814,0,Sí,Alta
921,34,Masculino,Profesor,Soltero,Sur,80982,SUV,586,3,No,Media
922,38,Masculino,Médico,Divorciado,Sur,51683,Furgoneta,901,0,Sí,Media
923,31,Femenino,Profesor,Casado,Oeste,32618,Coche,758,1,No,Media
924,26,Masculino,Administrativo,Divorciado,Norte,21587,Moto,1172,0,No,Media
925,63,Femenino,Estudiante,Soltero,Este,77790,Moto,1584,1,No,Baja
926,18,Masculino,Estudiante,Divorciado,Oeste,46480,Moto,1183,0,No,Media
927,68,Femenino,Estudiante,Divorciado,Este,35527,Coche,1711,0,Sí,Media
928,62,Femenino,Abogado,Soltero,Oeste,38569,Moto,551,0,Sí,Alta
929,30,Femenino,Desempleado,Divorciado,Sur,26151,Furgoneta,1924,0,Sí,Media
930,21,Femenino,Abogado,Divorciado,Oeste,86094,Moto,1479,0,No,Media
931,18,Masculino,Ingeniero,Casado,Sur,74174,Moto,1445,0,No,Alta
932,66,Masculino,Estudiante,Casado,Oeste,59739,Furgoneta,952,0,No,Media
933,57,Femenino,Administrativo,Soltero,Norte,47954,Moto,980,0,Sí,Media
934,49,Femenino,Médico,Soltero,Este,50303,Furgoneta,1224,1,Sí,Media
935,51,Femenino,Profesor,Soltero,Norte,49700,Moto,745,0,Sí,Alta
936,45,Masculino,Desempleado,Casado,Oeste,82568,Furgoneta,1669,0,No,Media
937,48,Masculino,Comerciante,Soltero,Oeste,81788,Moto,278,1,Sí,Alta
938,25,Masculino,Médico,Soltero,Oeste,86045,Furgoneta,1459,0,Sí,Baja
939,56,Masculino,Desempleado,Soltero,Sur,52842,Coche,533,0,No,Alta
940,43,Femenino,Abogado,Casado,Este,28900,Furgoneta,1088,1,Sí,Media
941,51,Femenino,Abogado,Divorciado,Este,16881,Moto,1572,0,Sí,Media
942,71,Femenino,Médico,Soltero,Oeste,48037,Moto,1321,0,Sí,Baja
943,71,Masculino,Abogado,Divorciado,Oeste,16630,SUV,1305,0,No,Alta
944,20,Masculino,Estudiante,Soltero,Sur,35789,Furgoneta,701,2,Sí,Media
945,67,Masculino,Ingeniero,Divorciado,Norte,61151,Coche,1700,1,No,Media
946,29,Femenino,Profesor,Casado,Norte,63920,Furgoneta,1927,0,Sí,Media
947,18,Femenino,Ingeniero,Casado,Este,82231,Furgoneta,964,1,No,Media
948,71,Masculino,Desempleado,Soltero,Sur,18262,Coche,1120,1,Sí,Media
949,61,Femenino,Profesor,Divorciado,Oeste,81981,Furgoneta,749,0,Sí,Baja
950,22,Masculino,Administrativo,Casado,Este,69722,Coche,213,1,No,Alta
951,47,Masculino,Profesor,Soltero,Sur,65818,Coche,591,1,No,Alta
952,47,Femenino,Ingeniero,Soltero,Norte,44932,Furgoneta,1570,1,Sí,Baja
953,74,Masculino,Médico,Casado,Sur,21901,Furgoneta,509,0,No,Alta
954,34,Femenino,Profesor,Casado,Norte,23597,Moto,585,2,Sí,Baja
955,65,Masculino,Administrativo,Soltero,Sur,78909,Moto,1432,1,No,Media
956,64,Femenino,Administrativo,Divorciado,Este,87391,SUV,1580,0,No,Media
957,40,Femenino,Administrativo,Divorciado,Norte,23263,SUV,1173,0,Sí,Alta
958,32,Femenino,Ingeniero,Divorciado,Este,78293,Furgoneta,1824,1,No,Alta
959,54,Masculino,Profesor,Soltero,Este,40805,Coche,1791,1,Sí,Media
960,38,Masculino,Comerciante,Casado,Norte,26874,SUV,1317,1,Sí,Baja
961,31,Femenino,Médico,Soltero,Norte,29079,Furgoneta,1316,1,No,Baja
962,19,Femenino,Estudiante,Casado,Oeste,64850,SUV,539,2,No,Alta
963,28,Masculino,Profesor,Divorciado,Oeste,87779,Coche,796,0,Sí,Alta
964,68,Masculino,Administrativo,Divorciado,Oeste,24018,Furgoneta,1668,1,Sí,Alta
965,56,Masculino,Comerciante,Casado,Este,64500,Coche,956,2,Sí,Baja
966,55,Femenino,Estudiante,Casado,Este,27100,Furgoneta,1245,0,No,Alta
967,51,Masculino,Estudiante,Soltero,Oeste,72021,SUV,490,0,Sí,Alta
968,55,Masculino,Desempleado,Divorciado,Este,34800,Moto,1708,0,Sí,Alta
969,67,Femenino,Profesor,Soltero,Este,78400,SUV,505,1,Sí,Media
970,51,Masculino,Ingeniero,Soltero,Norte,44437,SUV,833,0,Sí,Baja
971,35,Masculino,Profesor,Soltero,Norte,61675,Moto,1351,0,Sí,Media
972,47,Masculino,Comerciante,Divorciado,Este,34942,Moto,824,0,Sí,Alta
973,32,Femenino,Estudiante,Soltero,Oeste,35862,Furgoneta,1138,0,Sí,Media
974,44,Femenino,Profesor,Soltero,Sur,26669,Furgoneta,1496,1,Sí,Media
